ID,User ID,Game Level,Player Score,"Player Score Loss 
(Low Quality)",Player Score Loss (Tardiness),AI Score,"AI Score Loss 
(Low Quality)","AI Score Loss 
(Tardiness)",User Strategy Index,User Strategy Description
cacef696-3cb1-4680-b52d-25b3f3828de3,2d854d42-0748-4828-8232-fd8927e39105,1,87.50%,12.50%,0.00%,91.39%,8.61%,0.00%,100010,
2d260949-899e-4470-be2c-778e33c44261,2221448f-56b6-4bf0-a1b5-b402186c98fa,4,71.46%,26.52%,1.35%,71.24%,16.63%,10.56%,101010,
98f1f16c-54a1-47e3-aa24-b9e161ea5a55,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,6,55.28%,26.18%,18.99%,47.42%,25.62%,28.31%,100100,
c7d3e29b-bedf-43d3-b0a0-e729ef6ded81,ef21f72c-3537-43ab-9395-781e5319c19b,1,82.50%,17.50%,0.00%,98.06%,1.11%,0.83%,100010,
fbcb71e5-6550-4f8c-b721-54b0839966d4,ef21f72c-3537-43ab-9395-781e5319c19b,2,67.78%,25.00%,6.11%,91.94%,8.06%,0.00%,100010,
679858c8-0b85-4b1e-a05b-55f390b1de60,379cee09-eaea-48b9-aeae-f97fbe7f4141,1,77.78%,22.22%,0.00%,92.22%,6.11%,2.50%,100010,
65e59786-dd2d-44b6-ae65-0480ff1faee9,2221448f-56b6-4bf0-a1b5-b402186c98fa,5,63.37%,18.09%,18.09%,66.74%,8.88%,24.27%,101010,
b43a933c-f0fc-4f47-8f6c-c27f97df5cef,2d854d42-0748-4828-8232-fd8927e39105,4,63.37%,28.76%,5.84%,69.21%,17.30%,11.24%,100010,
b94ee242-172b-4a47-99b6-72af749e68c5,e4a00228-4aad-4830-b9fb-6fc200792ec1,5,65.06%,12.36%,21.80%,69.44%,6.74%,21.12%,101010,
9939e286-1ac4-47fc-b91d-473003e2ffe1,ef21f72c-3537-43ab-9395-781e5319c19b,6,59.21%,28.43%,12.58%,55.51%,22.25%,21.91%,100010,
9bca06cd-3528-4b0b-ab15-d188d2e6645b,6fa83153-e892-4c7e-91aa-c9ab27c86c31,1,79.72%,20.28%,0.00%,95.28%,3.89%,0.83%,100010,
6197805c-3a4a-4ffc-bfde-3c2b49468730,4e71e4bb-8228-48af-bb8f-fb4296794020,1,78.33%,21.67%,0.00%,92.50%,7.50%,0.00%,101010,
2399b834-859f-492c-8bf5-7636d32f7e8d,91433238-6e91-46eb-95d1-bcddcb58e528,6,43.82%,27.64%,27.53%,48.54%,23.26%,27.19%,101001,
c9872025-4fac-48ac-b13a-facc12a4ae92,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,1,75.83%,17.50%,4.44%,94.44%,5.56%,0.00%,100010,
89ca7b7d-07a2-4986-bdec-5bc1f3b0b496,2d854d42-0748-4828-8232-fd8927e39105,4,76.85%,16.18%,4.27%,69.44%,18.20%,9.21%,100010,
1e500c43-85d9-42d8-8548-c6fb98b6762e,727dd1fb-4ae2-4804-9240-56cc4be58493,1,76.39%,23.61%,0.00%,95.83%,4.17%,0.00%,101010,
c596b23e-63d8-455b-91c8-ff8e071bcb8c,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,2,74.17%,16.11%,4.72%,84.72%,13.33%,1.94%,100010,
09034d1a-75fb-4100-ba7a-1ff57cdc6fa4,2221448f-56b6-4bf0-a1b5-b402186c98fa,6,52.81%,26.74%,19.33%,51.57%,23.37%,28.09%,101010,
688323d3-0782-4aca-b4fa-35da4a71ce66,4e71e4bb-8228-48af-bb8f-fb4296794020,2,70.56%,16.67%,7.78%,87.78%,11.39%,0.83%,100010,
b21c210d-e3d4-474d-99f1-5331452b6876,727dd1fb-4ae2-4804-9240-56cc4be58493,2,74.17%,23.89%,1.94%,88.61%,10.56%,0.83%,101010,
a5f29782-d89c-4ed6-9c6d-858132f7b3c7,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,3,76.40%,9.44%,9.66%,80.45%,11.24%,7.64%,100010,
e79207de-f253-4461-9593-4085957f3741,2d854d42-0748-4828-8232-fd8927e39105,6,56.85%,28.31%,18.76%,54.72%,23.82%,26.07%,100010,
f95bfa58-218d-4c16-9144-e35691355909,4e71e4bb-8228-48af-bb8f-fb4296794020,3,78.43%,19.10%,2.47%,82.92%,9.44%,7.87%,101000,
d1e249ad-3cb4-4672-8f9a-9f1eba2038b1,6fa83153-e892-4c7e-91aa-c9ab27c86c31,2,78.89%,20.00%,1.11%,84.44%,14.44%,1.11%,100010,
6292c1eb-f7d4-4e4d-8de1-05d1799fb159,727dd1fb-4ae2-4804-9240-56cc4be58493,3,80.22%,19.78%,1.35%,80.22%,8.99%,10.79%,101010,
56d804ab-bd44-437c-b43b-29e5b0b7b13c,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,51.24%,23.60%,29.21%,54.72%,22.25%,24.49%,100010,
ca5fbec9-1e9e-4bb1-97a6-a5e51c72816c,4e71e4bb-8228-48af-bb8f-fb4296794020,4,64.27%,22.02%,9.21%,67.87%,15.06%,13.71%,100010,
acc61c99-f725-42c5-a388-e65b0abaf496,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,4,66.29%,20.90%,9.44%,71.24%,19.78%,10.11%,100110,
62d4566b-868c-4d6e-b726-bfd514de531d,727dd1fb-4ae2-4804-9240-56cc4be58493,1,74.44%,25.56%,0.00%,90.56%,9.44%,0.00%,101010,
585c1772-fcc9-468c-b9dc-0e1f005d7714,0c49fbcc-0521-41c6-b08f-350b873465e6,4,62.02%,29.44%,7.87%,65.62%,19.78%,12.36%,100001,
6291f5df-16f7-4263-90b8-312d4a891cd0,1f889aea-1b84-452b-8cd3-c9932b866c1e,1,91.39%,6.67%,0.83%,93.89%,6.11%,0.00%,100010,
c744796a-86f0-4984-8bc4-57f8c978625f,6fa83153-e892-4c7e-91aa-c9ab27c86c31,3,83.15%,16.85%,0.00%,84.49%,6.74%,11.46%,100010,
d9f0b9eb-6aea-4d0b-b18f-b86f5947ea7b,727dd1fb-4ae2-4804-9240-56cc4be58493,2,68.89%,28.89%,2.22%,93.33%,5.83%,0.83%,101010,
529e1d97-f732-474c-99cb-c44dc111067f,4e71e4bb-8228-48af-bb8f-fb4296794020,5,66.74%,12.02%,18.65%,72.13%,5.73%,22.47%,101000,
5d3cfa1a-bf2f-4f0e-857a-e152e340636c,1f889aea-1b84-452b-8cd3-c9932b866c1e,2,52.22%,26.67%,6.67%,83.33%,13.06%,3.61%,100010,
b9978541-df16-4d95-8038-45c1a0d863ee,a01baa9f-f1f1-4120-b4ad-053776c016e3,6,68.76%,18.20%,12.02%,60.22%,16.74%,21.69%,101010,
9176138e-5880-4f07-8803-590a227ca9de,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,5,76.18%,16.74%,7.87%,67.98%,6.52%,24.61%,100010,
f906c95c-1681-42f7-90b1-d741e336589a,1f889aea-1b84-452b-8cd3-c9932b866c1e,3,66.07%,19.55%,7.19%,84.94%,5.39%,7.42%,101000,
ee5867ac-22aa-4d86-a47e-2fd01fc429c1,2221448f-56b6-4bf0-a1b5-b402186c98fa,1,85.83%,14.17%,0.00%,93.33%,5.83%,2.50%,101010,
939fb1f7-73dc-4938-a923-d749b265b5c0,0c49fbcc-0521-41c6-b08f-350b873465e6,4,62.02%,28.31%,8.99%,71.91%,15.96%,9.21%,100010,
f605de20-ad7f-4f5c-b319-5ed358468aa6,f7b1d68c-97c0-4466-842f-112a2ef52c35,6,49.33%,22.02%,31.01%,47.87%,24.04%,29.78%,101000,
882fa748-089c-42eb-9241-af9580b2b2c4,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,5,59.33%,11.91%,28.09%,60.34%,11.57%,29.21%,100110,
d22b11a6-5118-4003-af33-e475fbc13c64,4e71e4bb-8228-48af-bb8f-fb4296794020,6,33.37%,18.43%,31.46%,52.81%,22.70%,25.51%,101000,
1286ab6a-3e08-47f3-944d-59ef7fe9f921,6fa83153-e892-4c7e-91aa-c9ab27c86c31,4,68.76%,26.52%,3.37%,72.13%,16.40%,10.34%,100010,
28cd95ee-3183-40b3-8375-fe8be118e455,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,51.46%,28.76%,20.90%,55.28%,23.82%,23.37%,101000,
f8c08221-edb8-4be6-ae0c-6a359664f874,2221448f-56b6-4bf0-a1b5-b402186c98fa,6,60.90%,27.75%,11.24%,53.60%,22.70%,25.84%,101010,
b6c273ed-22ce-473c-8826-641464a495d7,e4a00228-4aad-4830-b9fb-6fc200792ec1,6,48.65%,25.39%,25.84%,54.16%,23.26%,25.62%,101010,
138b090b-d311-45da-b9c0-c530ff073cd9,379cee09-eaea-48b9-aeae-f97fbe7f4141,6,53.37%,34.72%,12.70%,53.60%,19.33%,29.55%,100010,
def891a5-603c-4254-ad25-244b739ae1d2,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,52.70%,22.81%,23.93%,51.46%,23.26%,25.39%,100010,
890bb497-7622-469d-87fb-4b2906c97d62,6fa83153-e892-4c7e-91aa-c9ab27c86c31,5,71.46%,15.17%,13.48%,71.12%,8.65%,21.12%,101000,
fcbe2e2e-a5fe-4afb-ba08-00cef89244a2,4e71e4bb-8228-48af-bb8f-fb4296794020,1,84.44%,15.56%,0.00%,95.28%,2.78%,1.94%,101000,
9901603c-5e47-42e9-af32-155d93af0606,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,6,49.10%,25.17%,30.22%,51.57%,23.15%,26.29%,101010,
8968e13b-582d-4e33-95f1-f81d85754581,d7f22640-5daf-450b-b947-452bcb542984,5,69.55%,18.31%,13.71%,71.12%,6.85%,21.57%,100100,
00deb0ff-7671-40a1-92bb-87f994f37ede,4e71e4bb-8228-48af-bb8f-fb4296794020,1,90.83%,9.17%,0.00%,93.61%,6.39%,1.94%,100010,
0725dbec-d03d-46de-9fda-46483648198a,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,48.31%,24.27%,27.53%,53.15%,24.94%,24.27%,100010,
bb18029e-32b2-4b0f-a43d-079255978636,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,4,74.61%,24.72%,0.00%,74.83%,14.38%,9.89%,100100,
1f002161-4e55-4de1-8707-7e3baf96aaf4,4e71e4bb-8228-48af-bb8f-fb4296794020,1,86.11%,13.06%,0.00%,96.39%,3.61%,0.00%,100010,
4ef1c600-9943-4715-a00b-3f161776834b,4e71e4bb-8228-48af-bb8f-fb4296794020,1,88.61%,11.39%,0.00%,92.50%,6.67%,1.67%,101000,
09b11cf6-0302-4b2f-9fd9-391db02e28c8,4190e0a1-dd15-423d-b2b0-2e60b00633c6,4,59.78%,30.56%,8.09%,68.99%,16.18%,14.16%,101000,
622728e5-83b9-4e47-969e-c002d43ff668,f2dabbf8-5e14-4107-93b1-5384f1538a0d,6,44.27%,32.02%,22.92%,50.67%,21.46%,28.20%,100010,
4e56cb37-0457-419b-8f5c-c3383849dda8,4e71e4bb-8228-48af-bb8f-fb4296794020,1,85.83%,14.17%,0.00%,95.28%,4.72%,0.00%,101000,
1dfb2b5b-ec33-4f56-ad68-a4577ae6d73e,e4a00228-4aad-4830-b9fb-6fc200792ec1,6,52.58%,18.65%,30.45%,51.91%,24.61%,25.06%,101010,
3b33f5e9-3c26-4b1c-b43a-2efd4c1e37b6,ef8f9855-7038-403d-a9f0-30d4441e7863,1,87.50%,12.50%,0.00%,93.06%,6.11%,2.50%,101000,
8e2b564a-449a-4a9a-a58d-2575c073ec81,a01baa9f-f1f1-4120-b4ad-053776c016e3,6,64.38%,22.81%,11.24%,52.02%,26.52%,24.94%,101010,
e1a1f3ba-11a7-4eb3-a2f5-beb439d56875,2221448f-56b6-4bf0-a1b5-b402186c98fa,5,68.43%,17.87%,12.36%,72.13%,7.98%,19.78%,101010,
ca3d1118-cf6d-48f7-a594-422f0e7832c6,6fa83153-e892-4c7e-91aa-c9ab27c86c31,6,54.38%,27.30%,17.42%,55.28%,23.37%,21.91%,100010,
49909f72-a031-45bf-81f1-aa1bca068a15,ef8f9855-7038-403d-a9f0-30d4441e7863,2,86.94%,12.22%,0.00%,89.17%,10.83%,0.00%,101000,
c2853c4e-c877-4897-ac28-fcc35f2d60b9,e7a2958a-9de6-49d7-a8d6-092a8be7cdca,6,64.94%,26.63%,6.97%,58.31%,20.11%,22.58%,101000,
f3438f02-33c9-45d0-ae70-12d8024eb61d,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,1,90.83%,9.17%,0.00%,92.50%,7.50%,0.00%,101010,
f9182f64-989d-4399-897a-85ff4cced7b1,ef8f9855-7038-403d-a9f0-30d4441e7863,4,69.21%,25.62%,4.27%,68.09%,19.33%,11.24%,101000,
05ca959f-9c6b-4bd0-ba26-e8d77e9fc4e5,4190e0a1-dd15-423d-b2b0-2e60b00633c6,4,72.13%,26.52%,1.35%,74.61%,14.38%,7.19%,101000,
2a0d752f-9f7a-4fee-871d-172faf305ab1,076ae6f1-b365-4dd5-b123-cf4fbe0ee6b7,6,46.07%,28.99%,26.07%,50.11%,20.56%,28.09%,101010,
ffc056cb-ab3e-461f-8e00-140e2f8e8f6e,4190e0a1-dd15-423d-b2b0-2e60b00633c6,5,67.53%,21.35%,10.34%,69.55%,7.08%,21.01%,101000,
e92af0db-d88a-44fb-81bf-8207ffe8e18a,4190e0a1-dd15-423d-b2b0-2e60b00633c6,6,62.81%,24.94%,10.90%,46.85%,26.29%,27.87%,101010,
acb68a70-50cf-4d8d-9b46-5c79d393ef5a,9dd87bd0-3c62-461a-8ecb-df255633bd44,6,54.94%,29.78%,38.65%,56.07%,20.34%,25.73%,101111,
794fab14-d240-49b9-b91a-665de9a0e44f,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,1,86.11%,13.06%,0.00%,91.39%,8.61%,0.00%,100010,
84406f69-e7c2-4139-836d-eb84a666618e,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,2,71.67%,23.06%,3.06%,85.56%,13.61%,0.83%,100010,
c6f6adb3-0b36-47dd-8690-04bd98f4c08b,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,3,79.55%,7.87%,8.76%,82.47%,8.76%,6.52%,100010,
c273a760-e9f2-49fc-932d-3c1f52b1e87b,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,4,67.87%,22.25%,7.42%,71.46%,17.30%,10.11%,100010,
2b525b13-1aca-48ef-9603-29cd87e0fd21,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,5,65.84%,13.93%,20.79%,61.80%,9.66%,27.08%,100010,
16febdf2-305e-474d-956d-bf196b2f4960,6d87ec30-efc1-496c-b8c9-ac5e1696aff0,6,48.99%,30.79%,22.58%,53.93%,20.45%,27.19%,100010,
9553748e-709f-4a28-a11b-a1b3e80218be,ef8f9855-7038-403d-a9f0-30d4441e7863,6,60.79%,25.51%,12.47%,58.88%,18.99%,21.69%,100100,
fb8d9d0e-5bb8-4158-93b7-b4723a77f076,ef8f9855-7038-403d-a9f0-30d4441e7863,4,70.11%,22.02%,6.07%,68.99%,19.78%,9.66%,100010,
47f33838-c07c-4dce-8cc4-127e27a2faf3,fad229e3-402d-40cb-9b33-1d82de2e4c16,2,75.28%,17.50%,8.33%,89.44%,9.72%,0.83%,100010,
34598f8d-97fd-48dd-b055-d96b58e616d4,fad229e3-402d-40cb-9b33-1d82de2e4c16,3,74.16%,16.85%,6.74%,81.57%,7.19%,9.21%,101010,
314247c7-6db2-4eb2-bf54-1d187d987c13,cf6c1105-b9d9-4b62-891c-1d4ee508bb17,1,61.67%,10.00%,11.39%,96.39%,3.61%,0.00%,110000,random
1f768030-3ea0-474f-9ca5-03c7e980602b,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,1,81.94%,15.83%,0.00%,91.67%,7.50%,0.83%,110000,
96282b23-ac91-4ad1-a7f3-053f4c9f4a51,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,1,81.39%,10.28%,5.56%,93.61%,6.39%,0.00%,100001,
e87a7bbb-3980-48aa-bfda-2b25b2a6c396,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,1,94.72%,4.17%,0.00%,89.44%,10.56%,1.67%,110000,
fabc4cb5-b796-42b6-bace-6806fbf6f793,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,2,62.78%,20.28%,5.00%,88.33%,11.67%,0.00%,110000,
e661d2bd-8a71-40fb-8eb1-78bbb98f3788,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,2,79.44%,16.39%,4.17%,86.39%,12.78%,0.83%,110000,
c5840566-77b1-419f-b9cc-b721ddc9ec20,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,2,44.44%,17.22%,23.61%,87.22%,11.11%,1.67%,110000,
194eb1fe-f5ea-4c7d-b5b3-22437f1b5933,bbe91b28-6b3f-446e-9fb1-651d8d97fe24,2,4.72%,40.28%,36.94%,92.78%,7.22%,0.00%,110000,
f43d0f71-8a8a-448f-a658-432b310c1f35,872534b6-4b3c-4c1b-8412-0d6a23c328c5,5,60.79%,18.20%,21.12%,66.40%,8.99%,23.93%,101110,
a8059d5c-8e32-474f-a891-4377be26c981,47d3d7f9-3a84-46dd-a6ab-1bd2ff31cf73,4,60.22%,39.10%,0.67%,68.09%,18.20%,11.69%,100100,
1ec8b274-6641-46f3-ab75-c1a2b7d92cf0,47d3d7f9-3a84-46dd-a6ab-1bd2ff31cf73,5,71.80%,25.73%,2.81%,73.82%,7.87%,17.87%,100010,
635c73f9-7e3a-43bd-846c-e6f5e371cf13,47d3d7f9-3a84-46dd-a6ab-1bd2ff31cf73,6,58.09%,36.52%,5.73%,48.65%,25.51%,27.42%,100100,
5d295932-a266-433c-8e7d-94dabf1ece7a,12cff352-d51d-49e7-8fc8-78ea81dba34f,2,78.06%,21.94%,0.00%,90.28%,8.89%,0.83%,100010,
0fbc450e-419b-4302-ac98-d79ba5c8668c,12cff352-d51d-49e7-8fc8-78ea81dba34f,3,85.39%,14.61%,0.00%,77.98%,10.34%,10.79%,100010,
32e5fa00-b86a-4d7a-aa04-4c6a923ece2d,12cff352-d51d-49e7-8fc8-78ea81dba34f,4,75.73%,22.25%,1.35%,70.56%,18.65%,9.21%,101110,
dc64b482-bfd6-4608-bda6-2196f26fda9e,12cff352-d51d-49e7-8fc8-78ea81dba34f,5,74.83%,19.78%,5.73%,59.66%,9.55%,28.65%,101110,
132e6fff-6995-414d-bb03-f7b3da26b4cf,4a682229-425e-4afb-a81f-64da8688f1ca,1,75.00%,25.00%,0.00%,92.50%,7.50%,0.00%,101010,It is quite interesting. Because im trying to use the methode in lecture to apply to the game. Im exited
b2204856-2c6c-4dd2-ae6a-a75f4bdf2800,4a682229-425e-4afb-a81f-64da8688f1ca,1,77.78%,22.22%,0.00%,93.61%,6.39%,0.83%,101010,
685a0cd5-0fc5-4e82-b6f8-a56111e8cbce,4a682229-425e-4afb-a81f-64da8688f1ca,2,72.78%,23.33%,2.78%,90.28%,8.89%,0.83%,101010,
37f3bb82-69ee-4756-8ca9-551b3e693272,4a682229-425e-4afb-a81f-64da8688f1ca,3,84.27%,11.91%,0.90%,84.49%,7.64%,7.64%,101010,
518b1af6-ed99-4d13-998d-c186787cecc1,12cff352-d51d-49e7-8fc8-78ea81dba34f,1,84.17%,15.83%,0.00%,93.61%,5.56%,0.83%,101100,
b0550828-54b6-428a-aab4-2343c2e51264,4a682229-425e-4afb-a81f-64da8688f1ca,4,59.78%,22.47%,13.03%,70.79%,14.61%,11.46%,101001,
f811c1ff-1133-45e6-92f9-f64c14d87d95,12cff352-d51d-49e7-8fc8-78ea81dba34f,6,59.10%,25.84%,12.47%,54.72%,19.55%,23.37%,101110,
016b4bae-36ee-4426-8ab0-45aecdb7c817,4a682229-425e-4afb-a81f-64da8688f1ca,4,76.40%,23.15%,0.45%,71.24%,17.30%,9.21%,101010,see the loading work. balance the tasks by looking at the green pipe
814aeeb6-1408-4bf0-bedd-e72d799ff3fc,4a682229-425e-4afb-a81f-64da8688f1ca,5,73.15%,22.36%,3.15%,66.40%,8.43%,22.70%,101010,
aa99c97a-ec4f-4f68-b199-36442e97c726,4a682229-425e-4afb-a81f-64da8688f1ca,6,65.62%,27.75%,5.96%,49.44%,24.16%,25.84%,101010,
b0399f1e-45c7-4137-9869-dd99e9b2ec39,b7583dc9-c124-4d19-973f-ca608c5e522e,1,60.83%,39.17%,0.00%,94.44%,5.56%,0.00%,100100,
47dfeb24-4af3-4a2c-a9a0-7d8293723074,b7583dc9-c124-4d19-973f-ca608c5e522e,2,69.72%,30.28%,0.00%,92.50%,7.50%,0.00%,101100,
0955c1e0-b781-4ba7-a617-d50ba1a48f1d,b7583dc9-c124-4d19-973f-ca608c5e522e,3,66.97%,27.19%,5.17%,85.62%,5.84%,8.76%,100010,
575b86c6-59c7-4aa3-868d-08263546b387,b7583dc9-c124-4d19-973f-ca608c5e522e,4,59.10%,32.81%,6.74%,71.01%,15.06%,10.56%,101000,
850758c1-74d9-4c07-8f03-cc3b7d3e7c02,b7583dc9-c124-4d19-973f-ca608c5e522e,5,63.71%,24.04%,19.33%,69.89%,5.73%,21.69%,100101,
f0153303-1db3-4df9-ba2b-a0fb56f01fae,b7583dc9-c124-4d19-973f-ca608c5e522e,6,51.46%,32.25%,16.97%,51.24%,23.82%,24.16%,100001,
0f4f8b12-fcf2-445a-9bd1-7a0784341e80,6ecba9ac-f6e7-4bae-9663-61a932f69553,1,75.83%,24.17%,0.00%,95.00%,5.00%,0.83%,100010,
518e446d-00be-42ab-9adb-2ac14bc1fe1d,6ecba9ac-f6e7-4bae-9663-61a932f69553,2,76.94%,21.94%,0.00%,91.94%,8.06%,0.00%,100110,
6da5af6f-a50a-417a-8887-fc248afc2a4c,6ecba9ac-f6e7-4bae-9663-61a932f69553,3,75.51%,22.47%,0.90%,78.43%,9.66%,10.11%,100010,
5ae980ca-1837-4352-ba5c-939d3d996015,6ecba9ac-f6e7-4bae-9663-61a932f69553,4,53.71%,23.15%,16.18%,71.24%,17.30%,11.01%,100010,
6234a6fb-8ddd-4f24-9ff7-10255e3e04b4,6ecba9ac-f6e7-4bae-9663-61a932f69553,5,51.01%,21.80%,27.64%,65.84%,9.33%,23.26%,101010,
2c675d04-645d-413e-9470-edbee85dc1a7,6ecba9ac-f6e7-4bae-9663-61a932f69553,6,34.94%,26.07%,37.87%,52.25%,25.06%,22.02%,100100,
d4b0f627-62f0-41db-9e59-5b9cd0c2766b,43fca5cc-6321-4f9e-b90a-03d64f61adf5,1,75.28%,14.17%,5.28%,91.11%,5.28%,3.61%,101010,
f0e5d3c6-a68e-4718-b60f-9734a2edf021,43fca5cc-6321-4f9e-b90a-03d64f61adf5,1,86.11%,13.89%,0.00%,93.33%,6.67%,1.67%,101010,
82750529-7248-489d-b821-35affb9bfe37,43fca5cc-6321-4f9e-b90a-03d64f61adf5,2,85.00%,11.39%,3.61%,88.33%,10.00%,2.50%,101010,
b390c57c-331c-4a88-884e-b7d959707da7,43fca5cc-6321-4f9e-b90a-03d64f61adf5,3,66.29%,24.72%,7.64%,86.52%,5.84%,4.72%,101010,
e9ab060a-8642-413a-a29a-d5db0f99fed0,43fca5cc-6321-4f9e-b90a-03d64f61adf5,4,61.80%,17.98%,14.83%,66.74%,15.28%,14.83%,101010,
45141af1-1022-41c9-b93a-3406f428f7f6,43fca5cc-6321-4f9e-b90a-03d64f61adf5,5,48.31%,22.25%,34.04%,64.49%,9.78%,24.72%,101010,
a70fba7b-6df9-440b-9992-9277b8a0520f,43fca5cc-6321-4f9e-b90a-03d64f61adf5,6,39.66%,21.46%,39.33%,57.30%,20.56%,22.47%,101010,
092ae99c-d70b-4b37-b525-ec6c6123db3e,43fca5cc-6321-4f9e-b90a-03d64f61adf5,1,88.33%,11.67%,0.00%,90.56%,8.61%,0.83%,101010,
d437f077-4a4a-4062-897b-7694c791bd84,43fca5cc-6321-4f9e-b90a-03d64f61adf5,1,87.50%,11.67%,0.00%,93.33%,5.56%,1.11%,101010,
d04a212e-096e-4dc3-9814-9e36e1445858,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,6,48.20%,28.20%,24.61%,51.80%,21.57%,25.84%,100100,
eb7dd41e-f863-47aa-b672-7adca7df8f37,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,1,81.39%,18.61%,0.00%,93.89%,5.28%,0.83%,100010,
7473183f-c5b5-4938-b8a3-5795f372df4e,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,2,77.22%,21.11%,1.67%,87.78%,12.22%,0.00%,100001,
0bf0d67e-be66-404d-b2ec-5d4d35a1cf49,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,3,84.04%,14.61%,0.67%,85.84%,5.17%,7.64%,100010,
a0b943e0-a61d-4e73-856c-a26314ccb43c,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,4,71.91%,27.19%,0.00%,72.13%,17.75%,10.56%,100001,
39b2fe68-cdd5-427d-805a-59f3fb5a992a,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,5,68.09%,21.80%,9.21%,75.84%,5.06%,16.63%,100010,
ffa95762-67cc-4060-9712-10b81b28f908,bcb4da21-6d10-4225-bbfe-8398b6eaabfb,6,51.69%,24.16%,25.73%,55.62%,23.60%,22.70%,101000,
d9fcb435-9632-45ce-88eb-c0768a97915f,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,1,78.06%,21.94%,0.00%,94.72%,5.28%,0.00%,100110,
643f2d74-deed-49f7-970d-da5de944b2a0,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,2,70.28%,29.72%,0.00%,88.33%,10.83%,0.83%,100110,
07f9c160-7b03-443e-bd00-1fc7ae15b0f9,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,3,72.58%,27.19%,0.22%,83.60%,5.17%,11.01%,101010,
89e1101d-06d6-4c82-9ebe-e3ecca36c6b0,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,4,67.42%,31.01%,1.12%,72.13%,15.28%,11.46%,101010,
11977aa8-3cd7-4195-a611-17e584ea4793,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,5,73.15%,22.25%,5.39%,65.06%,8.99%,25.96%,101010,
21538db0-4a74-4378-98d2-9446a9ce1a68,ab7b1b30-a0d7-4ed2-83a5-1f3e85a05200,6,53.48%,30.34%,14.94%,47.87%,25.17%,28.09%,101010,
64b43bd2-91ea-4d0a-8bc2-347944e0460f,24f44ba6-f401-4f04-babf-141a73115caf,1,52.78%,19.72%,13.61%,94.72%,5.28%,0.00%,100101,
64436c0e-23b6-4d82-bc44-9832d17d0c47,24f44ba6-f401-4f04-babf-141a73115caf,2,53.33%,11.11%,21.94%,95.00%,5.00%,0.00%,100001,
8e376966-401f-4fe2-8d53-ed013b276fb9,24f44ba6-f401-4f04-babf-141a73115caf,3,57.30%,19.55%,20.90%,86.07%,5.62%,9.44%,100001,
00d327a6-8345-47fd-833c-c020de59faac,24f44ba6-f401-4f04-babf-141a73115caf,4,58.43%,29.44%,9.21%,74.83%,13.26%,11.24%,100001,
aac57345-e50a-4c87-bc3c-978d2ef3e8a6,24f44ba6-f401-4f04-babf-141a73115caf,5,50.56%,17.08%,29.78%,67.30%,9.10%,22.92%,100001,
3edad81b-a438-45ba-abfe-d9298ab18f89,24f44ba6-f401-4f04-babf-141a73115caf,6,40.45%,22.25%,30.45%,54.94%,23.03%,22.81%,100001,
b9a0f68e-e99c-4434-97b0-59a592e83585,fc39ce6b-3cde-40ba-a6d5-01ac904cb872,2,80.00%,18.06%,0.83%,86.11%,12.78%,1.11%,101110,
f52ce4da-b3ad-485e-99e2-085f7ec0716d,7ecce585-0168-4384-ae37-c6a4e6e88a37,1,81.94%,18.06%,0.00%,91.67%,8.33%,0.00%,100010,
